DATEDESC,STOREID,PRODUCTID,SALESQTY,Category,Product,Country,NETAMOUNT,GROSSMARGIN
5/17/2014,20005,100026211,278,Clothing,Men,Singapore,27538,3797.0
3/9/2014,20006,100026995,278,Clothing,Women,India,2641,988.0
1/5/2014,20009,115233,278,Clothing,Women,India,12371,4031.0
9/11/2014,20011,100051259,278,Clothing,Men,China,1318,447.0
4/3/2014,20013,100051259,277,Clothing,Men,China,1313,235.3
1/25/2014,20007,389472,274,Electronics,Laptop,China,5041,672.1
4/24/2014,20008,100051259,274,Electronics,Desktop,Japan,1299,314.7
2/2/2014,20006,115233,272,Vehicle,Bike,Japan,10195,3394.7
8/3/2014,20004,100027249,271,Vehicle,Truck,Japan,3388,1227.4
11/8/2014,20005,100050755,271,Vehicle,Bike,Japan,3854,2504.0
11/1/2014,20006,100029185,270,Vehicle,Car,Japan,0,11610.0
3/30/2014,20009,100026735,268,Electronics,Desktop,Indonesia,2280,267.1
8/17/2014,20011,100026761,268,Electronics,Mobile,Indonesia,8963,366.7
2/25/2014,20013,100051259,265,Electronics,Mobile,India,1266,300.5
1/26/2014,20003,125667,265,Electronics,Laptop,Indonesia,2309,281.8
5/31/2014,20003,100026761,265,Clothing,Baby,Indonesia,6359,771.0
11/2/2014,20003,100027017,264,Clothing,Men,Singapore,1716,801.9
4/27/2014,20003,100002741,264,Clothing,baby,Singapore,10768,1658.2
4/27/2014,20003,100026735,264,Clothing,Baby,China,3300,435.2
4/21/2014,20003,100035727,264,Clothing,Men,Singapore,8567,228.6
6/21/2014,20007,100026761,263,Clothing,Women,Singapore,8815,1719.8
2/4/2014,20008,315674,263,Clothing,Women,Japan,1247,23.7
6/6/2014,20006,100026173,263,Clothing,Men,Japan,10519,2535.9
1/4/2014,20004,119693,262,Clothing,Men,India,11927,655.1
11/29/2014,20005,100030999,262,Electronics,Laptop,India,123923,20207.8
4/21/2014,20006,100037029,262,Electronics,Desktop,Indonesia,8504,200.0
5/18/2014,20009,100026249,261,Vehicle,Bike,India,4948,296.9
2/2/2014,20011,128524,261,Vehicle,Truck,Singapore,18911,1955.8
3/9/2014,20013,100023859,260,Vehicle,Bike,Singapore,1323,438.4
9/2/2014,20007,100051259,260,Vehicle,Car,India,1232,418.1
6/28/2014,20008,100035727,257,Electronics,Desktop,Singapore,8857,492.7
9/6/2014,20006,100025669,257,Electronics,Mobile,India,20329,1654.0
11/7/2014,20004,100051259,257,Electronics,Mobile,India,1218,402.1
12/8/2014,20005,100051259,257,Electronics,Laptop,India,1218,410.7
11/29/2014,20006,100027017,256,Clothing,Baby,India,1792,617.7
5/25/2014,20009,100025957,254,Clothing,Men,India,3436,65.7
6/22/2014,20011,100027017,254,Clothing,baby,India,2032,1183.9
2/28/2014,20013,100051257,249,Clothing,Baby,India,707,52.5
1/9/2014,20003,128958,249,Clothing,Men,India,37767,653.8
7/26/2014,20007,100026761,249,Clothing,Women,China,8093,369.2
6/14/2014,20008,100026181,246,Clothing,Women,China,9710,649.2
1/26/2014,20006,124586,245,Clothing,Men,China,1068,132.2
12/28/2014,20004,100026249,245,Clothing,Men,Japan,4842,184.7
2/3/2014,20005,315674,244,Electronics,Laptop,Japan,1157,21.9
5/31/2014,20006,100026211,244,Electronics,Desktop,Singapore,21943,2641.5
10/16/2014,20009,100051259,244,Vehicle,Bike,Japan,1157,381.7
12/29/2014,20011,100051259,244,Vehicle,Truck,Japan,1157,381.9
5/14/2014,20013,100027249,244,Vehicle,Bike,Indonesia,1813,516.2
10/12/2014,20007,100027249,244,Vehicle,Car,Singapore,2806,1217.6
4/6/2014,20008,100032247,243,Electronics,Desktop,Indonesia,1059,128.5
6/15/2014,20006,100026181,242,Electronics,Mobile,Indonesia,9565,639.5
12/1/2014,20004,100032233,242,Electronics,Mobile,Indonesia,6129,1056.3
9/6/2014,20005,100032235,242,Electronics,Laptop,Singapore,3170,634.0
3/9/2014,20006,100038311,242,Clothing,Baby,Singapore,17318,1147.1
1/19/2014,20009,808294,239,Clothing,Men,China,22426,5934.6
4/25/2014,20011,100037029,237,Clothing,baby,Singapore,7758,139.4
5/18/2014,20013,103563324,237,Clothing,Baby,Singapore,15488,1736.2
3/2/2014,20003,100026271,236,Clothing,Men,Japan,2237,129.8
1/26/2014,20003,125682,235,Clothing,Women,China,1025,126.9
5/18/2014,20007,100021453,235,Clothing,Women,India,9418,1763.3
8/28/2014,20008,100051259,235,Clothing,Men,India,1114,377.9
2/7/2014,20006,119697,234,Clothing,Men,Indonesia,6915,320.9
3/9/2014,20004,100027249,234,Electronics,Laptop,India,2691,1520.4
6/8/2014,20005,100026271,234,Electronics,Desktop,Singapore,2218,131.1
2/10/2014,20006,100051259,232,Vehicle,Bike,Singapore,1140,231.2
3/4/2014,20009,100051259,232,Vehicle,Truck,Singapore,1100,156.9
5/22/2014,20011,100035727,232,Vehicle,Bike,Singapore,8229,432.9
4/13/2014,20013,100026173,231,Vehicle,Car,India,22901,8972.5
3/23/2014,20007,100026461,231,Electronics,Desktop,India,12144,2521.3
9/28/2014,20008,100027249,231,Electronics,Mobile,China,2888,1421.6
1/8/2014,20006,315674,231,Electronics,Mobile,Indonesia,1094,19.5
11/30/2014,20004,100035725,230,Electronics,Laptop,China,12436,555.6
3/23/2014,20005,100022827,230,Clothing,Baby,Japan,21575,3745.3
5/24/2014,20006,100025957,228,Clothing,Men,Japan,3079,65.3
12/29/2014,20009,100031663,228,Clothing,baby,Japan,25009,5309.9
7/27/2014,20011,100032235,227,Clothing,Baby,Japan,2974,594.7
3/16/2014,20013,100035725,227,Clothing,Men,Japan,11108,184.0
8/24/2014,20003,100026995,226,Clothing,Women,Indonesia,4972,1268.9
10/3/2014,20003,100051259,226,Clothing,Women,China,1071,360.4
10/5/2014,20003,100026735,225,Clothing,Men,Indonesia,5628,1712.6
6/21/2014,20007,100027017,225,Clothing,Men,Indonesia,1800,1049.1
11/17/2014,20008,100051259,225,Electronics,Laptop,Indonesia,1066,357.9
3/20/2014,20006,100051259,224,Electronics,Desktop,Singapore,1062,136.3
6/22/2014,20004,100032247,223,Vehicle,Bike,Singapore,974,119.9
8/2/2014,20005,100026115,223,Vehicle,Truck,Singapore,3895,973.8
2/1/2014,20006,115238,222,Vehicle,Bike,Singapore,4771,887.9
3/11/2014,20009,100037029,222,Vehicle,Car,China,6309,274.9
7/6/2014,20011,100026173,221,Electronics,Desktop,Japan,8735,2073.9
2/16/2014,20013,100026249,221,Electronics,Mobile,Japan,4190,251.3
6/8/2014,20007,100557625,221,Electronics,Mobile,India,20725,3265.4
11/9/2014,20008,100026249,221,Electronics,Laptop,India,4573,246.8
3/3/2014,20006,100051255,220,Clothing,Baby,Indonesia,416,62.0
7/19/2014,20004,104046564,219,Clothing,Men,India,1912,248.4
5/31/2014,20005,100025957,218,Clothing,baby,Singapore,2943,285.4
10/24/2014,20006,100026249,218,Clothing,Baby,Singapore,4542,277.6
1/18/2014,20009,136483,218,Clothing,Men,Singapore,4354,951.3
8/31/2014,20011,100026735,218,Clothing,Women,Singapore,7728,853.0
3/27/2014,20013,100037029,218,Clothing,Women,India,6419,149.3
11/5/2014,20003,100032431,216,Clothing,Men,India,1755,101.2
5/5/2014,20003,100038311,216,Clothing,Men,China,15662,699.9
3/9/2014,20003,100034411,216,Electronics,Laptop,China,943,97.3
8/30/2014,20007,100027249,215,Electronics,Desktop,China,2688,814.9
6/1/2014,20008,100034407,215,Vehicle,Bike,Japan,1878,193.7
6/23/2014,20006,100026173,214,Vehicle,Truck,Japan,7615,1250.7
9/7/2014,20004,100027249,214,Vehicle,Bike,Japan,2675,1251.9
7/6/2014,20005,100025957,213,Vehicle,Car,Japan,3945,155.4
11/15/2014,20006,100027249,213,Electronics,Desktop,Japan,2663,868.5
6/8/2014,20009,100027249,212,Electronics,Mobile,Indonesia,2650,1165.2
4/27/2014,20011,100026271,212,Electronics,Mobile,Indonesia,2010,264.6
2/13/2014,20013,100051259,212,Electronics,Laptop,India,1051,200.4
11/12/2014,20007,100051259,211,Clothing,Baby,Indonesia,1000,335.6
6/15/2014,20008,100014167,211,Clothing,Men,Indonesia,15689,1588.9
4/17/2014,20006,100604776,211,Clothing,baby,Singapore,15051,539.3
5/25/2014,20004,100026735,211,Clothing,Baby,Singapore,3689,640.0
6/3/2014,20005,100037029,211,Clothing,Men,China,7303,117.3
12/24/2014,20006,100038311,210,Clothing,Women,Singapore,14830,1117.9
6/29/2014,20009,100025957,209,Clothing,Women,Singapore,4083,649.1
2/17/2014,20011,100051259,208,Clothing,Men,Japan,1038,190.1
3/25/2014,20013,100051259,208,Clothing,Men,Japan,986,126.6
2/16/2014,20003,100241346,208,Electronics,Laptop,India,15851,498.6
